IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2023,true,,,,,,,,,,,,,16.17,,,,,,16.17,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,NOR,Norway,Year,2023,true,,,,,,,,,,,,,165.1,,,,,,165.09,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2023,true,,,,,,,,,,,,,17.27,,,,,,17.27,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2023,true,,,,,,,,,,,,,17.98,,,,,,17.98,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,MLI,Mali,Year,2023,true,,,,,,,,,,,,,2.68,,,,,,2.68,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2023,true,,,,,,,,,,,,,20.01,,,,,,20.01,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2023,true,,,,,,,,,,,,,20.6,,,,,,20.6,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2023,true,,,,,,,,,,,,,20.6,,,,,,20.6,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2023,true,,,,,,,,,,,,,22.58,,,,,,22.58,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2023,true,,,,,,,,,,,,,22.73,,,,,,22.73,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,KEN,Kenya,Year,2023,true,,,,,,,,,,,,,22.73,,,,,,22.73,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,PER,Peru,Year,2023,true,,,,,,,,,,,,,27.38,,,,,,27.38,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2023,true,,,,,,,,,,,,,28.76,,,,,,28.76,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2023,true,,,,,,,,,,,,,30.18,,,,,,30.18,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2023,true,,,,,,,,,,,,,32.4,,,,,,32.4,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2023,true,,,,,,,,,,,,,33.33,,,,,,33.33,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2023,true,,,,,,,,,,,,,34.88,,,,,,34.88,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2023,true,,,,,,,,,,,,,35.72,,,,,,35.72,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,BRB,Barbados,Year,2023,true,,,,,,,,,,,,,36.66,,,,,,36.66,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,GUY,Guyana,Year,2023,true,,,,,,,,,,,,,39.27,,,,,,39.27,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,NER,Niger,Year,2023,true,,,,,,,,,,,,,4.21,,,,,,4.21,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2023,true,,,,,,,,,,,,,4.24,,,,,,4.24,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2023,true,,,,,,,,,,,,,40.54,,,,,,40.54,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2023,true,,,,,,,,,,,,,40.76,,,,,,40.76,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2023,true,,,,,,,,,,,,,40.92,,,,,,40.92,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2023,true,,,,,,,,,,,,,41.08,,,,,,41.08,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2023,true,,,,,,,,,,,,,41.1,,,,,,41.1,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2023,true,,,,,,,,,,,,,42.04,,,,,,42.04,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2023,true,,,,,,,,,,,,,42.24,,,,,,42.24,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2023,true,,,,,,,,,,,,,42.6,,,,,,42.6,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,GRD,Grenada,Year,2023,true,,,,,,,,,,,,,45.77,,,,,,45.77,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,AND,Andorra,Year,2023,true,,,,,,,,,,,,,47.22,,,,,,47.22,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2023,true,,,,,,,,,,,,,47.38,,,,,,47.38,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2023,true,,,,,,,,,,,,,47.49,,,,,,47.49,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2023,true,,,,,,,,,,,,,5.41,,,,,,5.41,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2023,true,,,,,,,,,,,,,5.49,,,,,,5.49,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2023,true,,,,,,,,,,,,,53.43,,,,,,53.43,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2023,true,,,,,,,,,,,,,54.54,,,,,,54.54,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2023,true,,,,,,,,,,,,,55.02,,,,,,55.02,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,ISR,Israel,Year,2023,true,,,,,,,,,,,,,58.99,,,,,,58.99,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2023,true,,,,,,,,,,,,,59.67,,,,,,59.67,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,BEN,Benin,Year,2023,true,,,,,,,,,,,,,6.11,,,,,,6.11,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2023,true,,,,,,,,,,,,,6.58,,,,,,6.58,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2023,true,,,,,,,,,,,,,6.64,,,,,,6.64,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2023,true,,,,,,,,,,,,,6.93,,,,,,6.93,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2023,true,,,,,,,,,,,,,60.79,,,,,,60.79,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2023,true,,,,,,,,,,,,,60.8,,,,,,60.8,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2023,true,,,,,,,,,,,,,63.17,,,,,,63.17,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2023,true,,,,,,,,,,,,,64.53,,,,,,64.53,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2023,true,,,,,,,,,,,,,64.9,,,,,,64.9,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2023,true,,,,,,,,,,,,,65.57,,,,,,65.57,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2023,true,,,,,,,,,,,,,65.81,,,,,,65.81,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2023,true,,,,,,,,,,,,,66.1,,,,,,66.1,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,EST,Estonia,Year,2023,true,,,,,,,,,,,,,66.58,,,,,,66.58,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,HND,Honduras,Year,2023,true,,,,,,,,,,,,,7.35,,,,,,7.35,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2023,true,,,,,,,,,,,,,7.93,,,,,,7.93,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2023,true,,,,,,,,,,,,,7.94,,,,,,7.94,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2023,true,,,,,,,,,,,,,73.2,,,,,,73.2,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2023,true,,,,,,,,,,,,,8.69,,,,,,8.69,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,PRT,Portugal,Year,2023,true,,,,,,,,,,,,,80.09,,,,,,80.09,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,MLT,Malta,Year,2023,true,,,,,,,,,,,,,82.44,,,,,,82.44,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2023,true,,,,,,,,,,,,,84.89,,,,,,84.89,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2023,true,,,,,,,,,,,,,9.49,,,,,,9.49,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,SMR,San Marino,Year,2023,true,,,,,,,,,,,,,94.36,,,,,,94.36,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2023,true,,,,,,,,,,,,,95.49,,,,,,95.49,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2022,true,,,,,,,,,,,,,1.94,,,,,,1.94,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2022,true,,,,,,,,,,,,,10.07,,,,,,10.07,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2022,false,,,,,,,,,,,,,10.97,,,,,,10.97,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,CAN,Canada,Year,2022,false,,,,,,,,,,,,,102.1,,,,,,102.13,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2022,true,,,,,,,,,,,,,105.6,,,,,,105.63,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2022,false,,,,,,,,,,,,,107.3,,,,,,107.28,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2022,true,,,,,,,,,,,,,11.06,,,,,,11.06,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,COG,Congo,Year,2022,true,,,,,,,,,,,,,11.21,,,,,,11.21,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2022,true,,,,,,,,,,,,,11.63,,,,,,11.63,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2022,true,,,,,,,,,,,,,11.68,,,,,,11.68,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,AUT,Austria,Year,2022,true,,,,,,,,,,,,,112.8,,,,,,112.8,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2022,true,,,,,,,,,,,,,116.7,,,,,,116.65,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,false,,,,,,,,,,,,,118.6,,,,,,118.63,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2022,true,,,,,,,,,,,,,12.22,,,,,,12.22,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,DEU,Germany,Year,2022,true,,,,,,,,,,,,,122.5,,,,,,122.49,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2022,true,,,,,,,,,,,,,129.8,,,,,,129.78,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2022,true,,,,,,,,,,,,,13.75,,,,,,13.75,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,AMR,Americas,Country,USA,United States of America,Year,2022,true,,,,,,,,,,,,,133.8,,,,,,133.76,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2022,true,,,,,,,,,,,,,134.5,,,,,,134.5,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2022,false,,,,,,,,,,,,,137.1,,,,,,137.07,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
HWF_0006,"Nursing and midwifery personnel (per 10,000)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2022,false,,,,,,,,,,,,,140.9,,,,,,140.93,,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",EN,2025-01-14T08:00:00.000Z
